Citation,Tag,ExpMM,ExpYY,State,Make,Address,ViolCode,Description,ViolFine,ViolDate,Balance,PenaltyDate,OpenFine,OpenPenalty,ImportDate,Neighborhood,PoliceDistrict,CouncilDistrict,Location,2010 Census Neighborhoods,2010 Census Wards Precincts,Zip Codes
56550180,1CK7793,07,22,MD,HOND,Liberty Heights Ave WB @ W Nor,030,Red Light Violation,75.00,07/24/2020 11:08:00 AM,75.00,,75.00,0.00,,,,,,,,
56545966,1CXP92,03,22,MD,TOYT,N Calvert St NB @ E Baltimore,030,Red Light Violation,75.00,07/24/2020 11:08:00 AM,75.00,,75.00,0.00,,,,,,,,
56546279,SBS,10,20,MD,LNDR,E 33rd St EB @ Loch Raven Blvd,030,Red Light Violation,75.00,07/24/2020 11:06:00 AM,75.00,,75.00,0.00,,,,,,,,
56546253,UMP8067,00,0,VA,HOND,N Paca St NB @ W Fayette St,030,Red Light Violation,75.00,07/24/2020 10:58:00 AM,75.00,,75.00,0.00,,,,,,,,
56545685,9EA7034,11,21,MD,FORD,E Fayette St WB @ N President,030,Red Light Violation,75.00,07/24/2020 10:53:00 AM,75.00,,75.00,0.00,,,,,,,,
56545677,4DC3068,11,21,MD,CHRY,S MLK Jr Blvd NB @ Washington,030,Red Light Violation,75.00,07/24/2020 10:52:00 AM,75.00,,75.00,0.00,,,,,,,,
56545669,5ED2022,03,21,MD,TOYT,N Paca St NB @ W Fayette St,030,Red Light Violation,75.00,07/24/2020 10:51:00 AM,75.00,,75.00,0.00,,,,,,,,
56545651,3FVK05,03,22,MD,HOND,E Madison St WB @ N Linwood Av,030,Red Light Violation,75.00,07/24/2020 10:47:00 AM,75.00,,75.00,0.00,,,,,,,,
56545636,KHT1004,00,0,TX,TOYT,Russell St NB @ Bush St,030,Red Light Violation,75.00,07/24/2020 10:47:00 AM,75.00,,75.00,0.00,,,,,,,,
56545644,4ED7419,02,22,MD,KIA,Erdman Ave EB @ N Macon St,030,Red Light Violation,75.00,07/24/2020 10:47:00 AM,75.00,,75.00,0.00,,,,,,,,
56544647,9CD0405,11,21,MD,TOYT,E Fayette St WB @ N President,030,Red Light Violation,75.00,07/24/2020 10:45:00 AM,75.00,,75.00,0.00,,,,,,,,
56548770,4EE5577,03,20,MD,VOLK,Liberty Heights Ave WB @ W Nor,030,Red Light Violation,75.00,07/24/2020 10:30:00 AM,75.00,,75.00,0.00,,,,,,,,
56545784,8DSY53,12,21,MD,TOYT,W Northern Pkwy WB @ Reisterst,030,Red Light Violation,75.00,07/24/2020 10:30:00 AM,75.00,,75.00,0.00,,,,,,,,
56545776,5EE5360,04,22,MD,KIA,N President St SB @ E Fayette,030,Red Light Violation,75.00,07/24/2020 10:29:00 AM,75.00,,75.00,0.00,,,,,,,,
56545743,RR5H74,00,0,PA,CHEV,E 33rd St EB @ Loch Raven Blvd,030,Red Light Violation,75.00,07/24/2020 10:24:00 AM,75.00,,75.00,0.00,,,,,,,,
56545719,1EA5456,11,20,MD,TOYT,Light St SB @ W Pratt St,030,Red Light Violation,75.00,07/24/2020 10:19:00 AM,75.00,,75.00,0.00,,,,,,,,
56545628,64115CJ,08,20,MD,DODG,Eastern Ave EB @ S Patterson P,030,Red Light Violation,75.00,07/24/2020 10:08:00 AM,75.00,,75.00,0.00,,,,,,,,
56545610,4EF7186,07,20,MD,CHEV,W Belvedere Ave EB @ Park Heig,030,Red Light Violation,75.00,07/24/2020 10:08:00 AM,75.00,,75.00,0.00,,,,,,,,
56545552,5EE8071,04,22,MD,MITS,Caton Ave NB @ Wilkens Ave,030,Red Light Violation,75.00,07/24/2020 09:48:00 AM,75.00,,75.00,0.00,,,,,,,,
56545537,008Z81,11,21,MD,LEXS,Pulaski Hwy EB @ Moravia Park,030,Red Light Violation,75.00,07/24/2020 09:34:00 AM,75.00,,75.00,0.00,,,,,,,,
56545529,6DZ4189,10,21,MD,TOYT,E Pratt St EB @ Light St,030,Red Light Violation,75.00,07/24/2020 09:34:00 AM,75.00,,75.00,0.00,,,,,,,,
56545487,9ED3476,03,22,MD,FORD,Moravia Rd NB @ Sinclair Ln,030,Red Light Violation,75.00,07/24/2020 09:24:00 AM,75.00,,75.00,0.00,,,,,,,,
56545461,9CA8458,07,21,MD,HOND,Aliceanna St EB @ S Wolfe St,030,Red Light Violation,75.00,07/24/2020 09:22:00 AM,75.00,,75.00,0.00,,,,,,,,
56545446,57340M0,05,22,MD,VOLK,Aliceanna St EB @ S Wolfe St,030,Red Light Violation,75.00,07/24/2020 09:16:00 AM,75.00,,75.00,0.00,,,,,,,,
56545420,4EG2922,08,20,MD,HOND,Dundalk Ave NB @ O'Donnell St,030,Red Light Violation,75.00,07/24/2020 09:15:00 AM,75.00,,75.00,0.00,,,,,,,,
56546220,9CA7977,12,21,MD,FORD,Pulaski Hwy EB @ N North Point,030,Red Light Violation,75.00,07/24/2020 08:58:00 AM,75.00,,75.00,0.00,,,,,,,,
56546196,1CV4072,03,21,MD,HYUN,Pennsylvania Ave NB @ Dolphin,030,Red Light Violation,75.00,07/24/2020 08:52:00 AM,75.00,,75.00,0.00,,,,,,,,
56546170,6EA4070,11,21,MD,TOYT,E Madison St WB @ N Linwood Av,030,Red Light Violation,75.00,07/24/2020 08:49:00 AM,75.00,,75.00,0.00,,,,,,,,
56546188,2DT2510,03,21,MD,CHEV,N Paca St NB @ W Fayette St,030,Red Light Violation,75.00,07/24/2020 08:49:00 AM,75.00,,75.00,0.00,,,,,,,,
56546154,7DP8332,01,21,MD,NISS,Wilkens Ave WB @ Caton Ave,030,Red Light Violation,75.00,07/24/2020 08:46:00 AM,75.00,,75.00,0.00,,,,,,,,
56546139,67349CH,04,20,MD,HOND,E Madison St WB @ N Linwood Av,030,Red Light Violation,75.00,07/24/2020 08:42:00 AM,75.00,,75.00,0.00,,,,,,,,
56546097,3CC1866,09,20,MD,DODG,Pulaski Hwy EB @ Moravia Park,030,Red Light Violation,75.00,07/24/2020 08:31:00 AM,75.00,,75.00,0.00,,,,,,,,
56546071,8BG7866,08,20,MD,HOND,Falls Rd SB @ W 41st St,030,Red Light Violation,75.00,07/24/2020 08:26:00 AM,75.00,,75.00,0.00,,,,,,,,
56546055,3ED5498,03,22,MD,NISS,E Madison St WB @ N Linwood Av,030,Red Light Violation,75.00,07/24/2020 08:23:00 AM,75.00,,75.00,0.00,,,,,,,,
56544282,61065M1,05,22,MD,SUBA,E 33rd St WB @ Greenmount Ave,030,Red Light Violation,75.00,07/24/2020 08:16:00 AM,75.00,,75.00,0.00,,,,,,,,
56544274,2EE5124,05,21,MD,CHEV,N Fulton Ave NB @ W North Ave,030,Red Light Violation,75.00,07/24/2020 08:08:00 AM,75.00,,75.00,0.00,,,,,,,,
56544266,2BK4529,03,21,MD,DODG,Pulaski Hwy EB @ N North Point,030,Red Light Violation,75.00,07/24/2020 08:05:00 AM,75.00,,75.00,0.00,,,,,,,,
56544258,3DN0145,11,20,MD,HOND,W Lombard St WB @ S Charles St,030,Red Light Violation,75.00,07/24/2020 08:04:00 AM,75.00,,75.00,0.00,,,,,,,,
56544217,9CS8326,01,21,MD,LEXS,Erdman Ave EB @ Belair Rd,030,Red Light Violation,75.00,07/24/2020 08:02:00 AM,75.00,,75.00,0.00,,,,,,,,
56544209,6AV9670,07,21,MD,TOYT,Russell St NB @ Bush St,030,Red Light Violation,75.00,07/24/2020 07:59:00 AM,75.00,,75.00,0.00,,,,,,,,
56544183,3BK2772,02,22,MD,AUDI,E Northern Pkwy WB @ N Charles,030,Red Light Violation,75.00,07/24/2020 07:48:00 AM,75.00,,75.00,0.00,,,,,,,,
56544175,6DW0489,06,21,MD,TOYT,E North Ave WB @ N Howard St,030,Red Light Violation,75.00,07/24/2020 07:45:00 AM,75.00,,75.00,0.00,,,,,,,,
56544142,1EF2084,04,22,MD,CHEV,Pulaski Hwy EB @ Moravia Park,030,Red Light Violation,75.00,07/24/2020 07:40:00 AM,75.00,,75.00,0.00,,,,,,,,
56544134,4DW6969,05,21,MD,HOND,Pulaski Hwy EB @ N North Point,030,Red Light Violation,75.00,07/24/2020 07:39:00 AM,75.00,,75.00,0.00,,,,,,,,
56544126,7EC3464,03,20,MD,HOND,Pennsylvania Ave NB @ Dolphin,030,Red Light Violation,75.00,07/24/2020 07:35:00 AM,75.00,,75.00,0.00,,,,,,,,
56544118,5DA0081,10,21,MD,LNDR,Dundalk Ave SB @ O'Donnell St,030,Red Light Violation,75.00,07/24/2020 07:34:00 AM,75.00,,75.00,0.00,,,,,,,,
56544100,6BX5155,06,21,MD,HYUN,Light St SB @ W Pratt St,030,Red Light Violation,75.00,07/24/2020 07:32:00 AM,75.00,,75.00,0.00,,,,,,,,
56544050,Z63LRW,00,0,NJ,HONDA,Pulaski Hwy EB @ Moravia Park,030,Red Light Violation,75.00,07/24/2020 07:24:00 AM,75.00,,75.00,0.00,,,,,,,,
56544043,S85GRT,00,0,NJ,HONDA,Russell St SB @ Bayard St,030,Red Light Violation,75.00,07/24/2020 07:22:00 AM,75.00,,75.00,0.00,,,,,,,,
56545230,7EC8251,01,22,MD,TOYT,E North Ave EB @ Harford Ave/R,030,Red Light Violation,75.00,07/24/2020 07:21:00 AM,75.00,,75.00,0.00,,,,,,,,
56545222,2DB2904,09,21,MD,MITS,E North Ave WB @ N Howard St,030,Red Light Violation,75.00,07/24/2020 07:20:00 AM,75.00,,75.00,0.00,,,,,,,,
56545214,30135CJ,10,21,MD,HOND,The Alameda NB @ Argonne,030,Red Light Violation,75.00,07/24/2020 07:19:00 AM,75.00,,75.00,0.00,,,,,,,,
56545180,51W877,07,20,MD,NISS,N Paca St NB @ W Fayette St,030,Red Light Violation,75.00,07/24/2020 07:17:00 AM,75.00,,75.00,0.00,,,,,,,,
56545198,MBD442,12,20,MD,FORD,Loch Raven Blvd SB @ E Belvede,030,Red Light Violation,75.00,07/24/2020 07:17:00 AM,75.00,,75.00,0.00,,,,,,,,
56545115,373642,07,21,MD,GMC,Pulaski Hwy EB @ Moravia Park,030,Red Light Violation,75.00,07/24/2020 06:44:00 AM,75.00,,75.00,0.00,,,,,,,,
56545107,8DG6728,04,21,MD,FORD,Erdman Ave WB @ N Macon St,030,Red Light Violation,75.00,07/24/2020 06:43:00 AM,75.00,,75.00,0.00,,,,,,,,
56548762,6ED1494,02,22,MD,CHEV,Liberty Heights Ave WB @ W Nor,030,Red Light Violation,75.00,07/24/2020 06:41:00 AM,75.00,,75.00,0.00,,,,,,,,
56545065,2DB9132,09,21,MD,AUDI,W Northern Pkwy EB @ Reisterst,030,Red Light Violation,75.00,07/24/2020 06:37:00 AM,75.00,,75.00,0.00,,,,,,,,
56545040,DV15613,12,99,MD,MERZ,N Paca St NB @ W Fayette St,030,Red Light Violation,75.00,07/24/2020 06:27:00 AM,75.00,,75.00,0.00,,,,,,,,
56545032,EY6467,07,18,DC,TOYT,S Monroe St SB @ Washington Bl,030,Red Light Violation,75.00,07/24/2020 06:27:00 AM,75.00,,75.00,0.00,,,,,,,,
56545370,76297CH,01,21,MD,HOND,E Cold Spring Ln WB @ York Rd,030,Red Light Violation,75.00,07/24/2020 06:19:00 AM,75.00,,75.00,0.00,,,,,,,,
56543938,1DR6149,06,21,MD,MITS,Dundalk Ave NB @ O'Donnell St,030,Red Light Violation,75.00,07/24/2020 05:12:00 AM,75.00,,75.00,0.00,,,,,,,,
56545305,UUL9868,00,0,VA,SATU,Dundalk Ave SB @ O'Donnell St,030,Red Light Violation,75.00,07/24/2020 05:04:00 AM,75.00,,75.00,0.00,,,,,,,,
56545289,7EA9859,11,21,MD,CHEV,Dundalk Ave NB @ O'Donnell St,030,Red Light Violation,75.00,07/24/2020 04:33:00 AM,75.00,,75.00,0.00,,,,,,,,
56550677,1EE4427,04,20,MD,TOYT,Caton Ave NB @ Wilkens Ave,030,Red Light Violation,75.00,07/24/2020 04:28:00 AM,75.00,,75.00,0.00,,,,,,,,
56545263,2DE0408,03,21,MD,FORD,Dundalk Ave NB @ O'Donnell St,030,Red Light Violation,75.00,07/24/2020 03:47:00 AM,75.00,,75.00,0.00,,,,,,,,
56542872,8DY9248,08,20,MD,HOND,Aliceanna St WB @ S Wolfe St,030,Red Light Violation,75.00,07/24/2020 03:23:00 AM,75.00,,75.00,0.00,,,,,,,,
56543268,A346447,08,21,MD,TOYT,Caton Ave NB @ Wilkens Ave,030,Red Light Violation,75.00,07/24/2020 03:01:00 AM,75.00,,75.00,0.00,,,,,,,,
56543250,2EG5912,07,20,MD,HOND,N Paca St NB @ W Fayette St,030,Red Light Violation,75.00,07/24/2020 02:58:00 AM,75.00,,75.00,0.00,,,,,,,,
56544027,6ED8578,03,20,MD,HOND,Loch Raven Blvd SB @ E Belvede,030,Red Light Violation,75.00,07/24/2020 02:32:00 AM,75.00,,75.00,0.00,,,,,,,,
56543995,6BN9627,07,20,MD,BUIC,N Paca St NB @ W Fayette St,030,Red Light Violation,75.00,07/24/2020 02:25:00 AM,75.00,,75.00,0.00,,,,,,,,
56543987,9CW0167,04,21,MD,NISS,N Fulton Ave NB @ W North Ave,030,Red Light Violation,75.00,07/24/2020 02:11:00 AM,75.00,,75.00,0.00,,,,,,,,
56543979,UKB7523,00,0,VA,FORD,Hillen Rd NB @ E Cold Spring L,030,Red Light Violation,75.00,07/24/2020 02:06:00 AM,75.00,,75.00,0.00,,,,,,,,
56543243,7ED1440,03,22,MD,NISS,S MLK Jr Blvd SB @ W Pratt St,030,Red Light Violation,75.00,07/24/2020 01:39:00 AM,75.00,,75.00,0.00,,,,,,,,
56543219,UTH9626,00,0,VA,TOYT,St Paul St SB @ E Madison St,030,Red Light Violation,75.00,07/24/2020 01:19:00 AM,75.00,,75.00,0.00,,,,,,,,
56542781,5CD0070,12,21,MD,CHRY,N Calvert St NB @ E Baltimore,030,Red Light Violation,75.00,07/23/2020 11:45:00 PM,75.00,,75.00,0.00,,,,,,,,
56543367,387115T,09,20,MD,KIA,Erdman Ave EB @ Belair Rd,030,Red Light Violation,75.00,07/23/2020 11:44:00 PM,75.00,,75.00,0.00,,,,,,,,
56543359,3DG4939,04,20,MD,HYUN,W Belvedere Ave EB @ Park Heig,030,Red Light Violation,75.00,07/23/2020 11:41:00 PM,75.00,,75.00,0.00,,,,,,,,
56543003,4EF7040,07,22,MD,JEEP,N Calvert St NB @ E Baltimore,030,Red Light Violation,75.00,07/23/2020 11:40:00 PM,75.00,,75.00,0.00,,,,,,,,
56542997,3EE6402,03,21,MD,CHEV,N Calvert St NB @ E Baltimore,030,Red Light Violation,75.00,07/23/2020 11:40:00 PM,75.00,,75.00,0.00,,,,,,,,
56543342,7DJ7490,07,22,MD,VOLK,Russell St NB @ Bush St,030,Red Light Violation,75.00,07/23/2020 11:21:00 PM,75.00,,75.00,0.00,,,,,,,,
56542955,3CR7692,10,20,MD,TOYT,Aliceanna St EB @ S Wolfe St,030,Red Light Violation,75.00,07/23/2020 10:46:00 PM,75.00,,75.00,0.00,,,,,,,,
56543334,1BP3410,08,20,MD,DODG,Dundalk Ave SB @ O'Donnell St,030,Red Light Violation,75.00,07/23/2020 10:30:00 PM,75.00,,75.00,0.00,,,,,,,,
56542914,5DS8973,05,21,MD,CHEV,Gwynns Falls Pkwy EB @ Reister,030,Red Light Violation,75.00,07/23/2020 10:27:00 PM,75.00,,75.00,0.00,,,,,,,,
56545255,8DS4894,03,21,MD,NISS,E Belvedere Ave EB @ Hillen Rd,030,Red Light Violation,75.00,07/23/2020 10:20:00 PM,75.00,,75.00,0.00,,,,,,,,
56542583,8DR0759,02,21,MD,NISS,E 33rd St WB @ Greenmount Ave,030,Red Light Violation,75.00,07/23/2020 10:19:00 PM,75.00,,75.00,0.00,,,,,,,,
56542880,3CE3564,12,21,MD,HOND,Caton Ave NB @ Wilkens Ave,030,Red Light Violation,75.00,07/23/2020 10:08:00 PM,75.00,,75.00,0.00,,,,,,,,
56542831,D2RLLC,00,0,VA,ACUR,Reisterstown Rd SB @ Patterson,030,Red Light Violation,75.00,07/23/2020 10:02:00 PM,75.00,,75.00,0.00,,,,,,,,
56542799,1AV9410,07,22,MD,HOND,W Cold Spring Ln WB @ Reisters,030,Red Light Violation,75.00,07/23/2020 09:42:00 PM,75.00,,75.00,0.00,,,,,,,,
56544977,5CT7077,02,21,MD,NISS,Dundalk Ave SB @ O'Donnell St,030,Red Light Violation,75.00,07/23/2020 09:19:00 PM,75.00,,75.00,0.00,,,,,,,,
56544969,UMP7328,00,0,VA,TOYT,E Pratt St EB @ Light St,030,Red Light Violation,75.00,07/23/2020 09:17:00 PM,75.00,,75.00,0.00,,,,,,,,
56544951,4EG0018,07,20,MD,DODG,Pulaski Hwy EB @ Moravia Park,030,Red Light Violation,75.00,07/23/2020 09:13:00 PM,75.00,,75.00,0.00,,,,,,,,
56542757,7CD5214,01,22,MD,HOND,N Calvert St NB @ E Baltimore,030,Red Light Violation,75.00,07/23/2020 08:58:00 PM,75.00,,75.00,0.00,,,,,,,,
56544571,8CF6338,03,22,MD,FORD,W Northern Pkwy WB @ Reisterst,030,Red Light Violation,75.00,07/23/2020 08:57:00 PM,75.00,,75.00,0.00,,,,,,,,
56544548,9CY2849,07,21,MD,HOND,N Calvert St NB @ E Baltimore,030,Red Light Violation,75.00,07/23/2020 08:50:00 PM,75.00,,75.00,0.00,,,,,,,,
56544449,9EE8786,05,22,MD,ACUR,Belair Rd SB @ Erdman Ave,030,Red Light Violation,75.00,07/23/2020 08:47:00 PM,75.00,,75.00,0.00,,,,,,,,
56542591,1EG1579,07,20,MD,TOYT,Frederick Ave WB @ S Beechfiel,030,Red Light Violation,75.00,07/23/2020 08:45:00 PM,75.00,,75.00,0.00,,,,,,,,
56544407,29350BY,03,21,MD,NISS,Pulaski Hwy EB @ N North Point,030,Red Light Violation,75.00,07/23/2020 08:45:00 PM,75.00,,75.00,0.00,,,,,,,,
56542948,50419B,04,21,MD,MERC,W Lombard St WB @ S Charles St,030,Red Light Violation,75.00,07/23/2020 08:44:00 PM,75.00,,75.00,0.00,,,,,,,,
56542419,UKU5233,00,0,VA,BUIC,The Alameda NB @ Argonne,030,Red Light Violation,75.00,07/23/2020 08:41:00 PM,75.00,,75.00,0.00,,,,,,,,
56544589,JHK6958,09,19,NY,NISS,S MLK Jr Blvd SB @ Washington,030,Red Light Violation,75.00,07/23/2020 08:33:00 PM,75.00,,75.00,0.00,,,,,,,,
56544555,4EA1559,10,21,MD,VOLV,Dundalk Ave SB @ O'Donnell St,030,Red Light Violation,75.00,07/23/2020 08:23:00 PM,75.00,,75.00,0.00,,,,,,,,
56544530,9CG3902,02,21,MD,HOND,Erdman Ave EB @ N Macon St,030,Red Light Violation,75.00,07/23/2020 08:17:00 PM,75.00,,75.00,0.00,,,,,,,,
56544514,2EE5477,03,20,MD,HOND,Park Heights Ave NB @ W Belved,030,Red Light Violation,75.00,07/23/2020 08:10:00 PM,75.00,,75.00,0.00,,,,,,,,
56544506,6CT9360,02,21,MD,HOND,Dundalk Ave SB @ O'Donnell St,030,Red Light Violation,75.00,07/23/2020 08:05:00 PM,75.00,,75.00,0.00,,,,,,,,
56544464,6BV3943,01,21,MD,ACUR,Pulaski Hwy EB @ Moravia Park,030,Red Light Violation,75.00,07/23/2020 07:58:00 PM,75.00,,75.00,0.00,,,,,,,,
56544456,5DK7936,10,20,MD,KIA,N Calvert St NB @ E Baltimore,030,Red Light Violation,75.00,07/23/2020 07:57:00 PM,75.00,,75.00,0.00,,,,,,,,
56544431,1ED8616,02,22,MD,HOND,Erdman Ave EB @ Belair Rd,030,Red Light Violation,75.00,07/23/2020 07:56:00 PM,75.00,,75.00,0.00,,,,,,,,
56544423,HOF0903,07,20,MD,TOYT,Erdman Ave EB @ Belair Rd,030,Red Light Violation,75.00,07/23/2020 07:56:00 PM,75.00,,75.00,0.00,,,,,,,,
56543920,9DE2245,03,21,MD,TOYT,N Calvert St NB @ E Baltimore,030,Red Light Violation,75.00,07/23/2020 07:53:00 PM,75.00,,75.00,0.00,,,,,,,,
56543912,TBW9498,00,0,NC,MERCU,N Fulton Ave NB @ W North Ave,030,Red Light Violation,75.00,07/23/2020 07:49:00 PM,75.00,,75.00,0.00,,,,,,,,
56544936,4EE2214,06,22,MD,HYUN,S MLK Jr Blvd NB @ W Pratt St,030,Red Light Violation,75.00,07/23/2020 07:45:00 PM,75.00,,75.00,0.00,,,,,,,,
56543888,5CM6462,08,20,MD,CADI,Belair Rd SB @ Erdman Ave,030,Red Light Violation,75.00,07/23/2020 07:35:00 PM,75.00,,75.00,0.00,,,,,,,,
56543896,2ED1023,03,22,MD,MERZ,E Cold Spring Ln WB @ York Rd,030,Red Light Violation,75.00,07/23/2020 07:35:00 PM,75.00,,75.00,0.00,,,,,,,,
56543870,UMB7009,00,0,VA,KIA,Liberty Heights Ave WB @ W Nor,030,Red Light Violation,75.00,07/23/2020 07:33:00 PM,75.00,,75.00,0.00,,,,,,,,
56543151,4EE1528,05,21,MD,HOND,Sinclair Ln WB @ Moravia Rd,030,Red Light Violation,75.00,07/23/2020 07:33:00 PM,75.00,,75.00,0.00,,,,,,,,
56542302,27842Z,11,21,MD,HOND,Wilkens Ave EB @ Caton Ave,030,Red Light Violation,75.00,07/23/2020 07:31:00 PM,75.00,,75.00,0.00,,,,,,,,
56543821,UKG4513,00,0,VA,FORD,Pennsylvania Ave SB @ Dolphin,030,Red Light Violation,75.00,07/23/2020 07:29:00 PM,75.00,,75.00,0.00,,,,,,,,
56543813,2DY8891,09,21,MD,TOYT,Pennsylvania Ave SB @ Dolphin,030,Red Light Violation,75.00,07/23/2020 07:27:00 PM,75.00,,75.00,0.00,,,,,,,,
56544381,2EC3657,01,22,MD,JEEP,N Calvert St NB @ E Baltimore,030,Red Light Violation,75.00,07/23/2020 07:23:00 PM,75.00,,75.00,0.00,,,,,,,,
56544373,UHJ8745,00,0,VA,TOYT,Hillen Rd NB @ E Cold Spring L,030,Red Light Violation,75.00,07/23/2020 07:18:00 PM,75.00,,75.00,0.00,,,,,,,,
56543789,4DE8004,02,22,MD,HYUN,Light St SB @ W Pratt St,030,Red Light Violation,75.00,07/23/2020 07:13:00 PM,75.00,,75.00,0.00,,,,,,,,
56543763,4EF3633,06,20,MD,HOND,Pennsylvania Ave SB @ Dolphin,030,Red Light Violation,75.00,07/23/2020 07:09:00 PM,75.00,,75.00,0.00,,,,,,,,
56544357,1EE7767,03,22,MD,CHEV,Gwynns Falls Pkwy WB @ Reister,030,Red Light Violation,75.00,07/23/2020 07:08:00 PM,75.00,,75.00,0.00,,,,,,,,
56542427,4EB7781,12,20,MD,HOND,Pulaski Hwy EB @ N North Point,030,Red Light Violation,75.00,07/23/2020 06:56:00 PM,75.00,,75.00,0.00,,,,,,,,
56542856,9EC6852,02,22,MD,FORD,Aliceanna St EB @ S Wolfe St,030,Red Light Violation,75.00,07/23/2020 06:52:00 PM,75.00,,75.00,0.00,,,,,,,,
56543706,3DLM67,10,21,MD,NISS,Pennsylvania Ave NB @ Dolphin,030,Red Light Violation,75.00,07/23/2020 06:49:00 PM,75.00,,75.00,0.00,,,,,,,,
56545248,5DR1158,07,22,MD,NISS,Erdman Ave EB @ Belair Rd,030,Red Light Violation,75.00,07/23/2020 06:46:00 PM,75.00,,75.00,0.00,,,,,,,,
56542815,4EE5760,04,20,MD,TOYT,E North Ave WB @ N Howard St,030,Red Light Violation,75.00,07/23/2020 06:46:00 PM,75.00,,75.00,0.00,,,,,,,,
56542708,8DH9543,06,22,MD,HOND,W Cold Spring Ln WB @ Reisters,030,Red Light Violation,75.00,07/23/2020 06:44:00 PM,75.00,,75.00,0.00,,,,,,,,
56542807,8EC1863,03,21,MD,BMW,Windsor Mill Rd EB @ N Forest,030,Red Light Violation,75.00,07/23/2020 06:44:00 PM,75.00,,75.00,0.00,,,,,,,,
56542666,5DK8169,07,20,MD,CHRY,E North Ave WB @ N Wolfe St,030,Red Light Violation,75.00,07/23/2020 06:43:00 PM,75.00,,75.00,0.00,,,,,,,,
56542617,1EA4444,03,21,MD,VOLV,Light St SB @ W Pratt St,030,Red Light Violation,75.00,07/23/2020 06:41:00 PM,75.00,,75.00,0.00,,,,,,,,
56543185,8N24R9,00,0,TN,CHEVR,Moravia Rd SB @ Sinclair Ln,030,Red Light Violation,75.00,07/23/2020 06:40:00 PM,75.00,,75.00,0.00,,,,,,,,
56542559,2EB1759,11,21,MD,HYUN,N Calvert St NB @ E Baltimore,030,Red Light Violation,75.00,07/23/2020 06:40:00 PM,75.00,,75.00,0.00,,,,,,,,
56542518,3CT3835,01,21,MD,KIA,E North Ave WB @ N Howard St,030,Red Light Violation,75.00,07/23/2020 06:37:00 PM,75.00,,75.00,0.00,,,,,,,,
56542336,4DR0587,03,21,MD,TOYT,E North Ave WB @ N Wolfe St,030,Red Light Violation,75.00,07/23/2020 06:35:00 PM,75.00,,75.00,0.00,,,,,,,,
56542740,4EC9609,03,22,MD,FORD,Erdman Ave WB @ N Macon St,030,Red Light Violation,75.00,07/23/2020 06:34:00 PM,75.00,,75.00,0.00,,,,,,,,
56542732,3DL9459,09,21,MD,LEXS,Dundalk Ave SB @ O'Donnell St,030,Red Light Violation,75.00,07/23/2020 06:34:00 PM,75.00,,75.00,0.00,,,,,,,,
56543201,57879CH,12,20,MD,NISS,W Northern Pkwy EB @ Reisterst,030,Red Light Violation,75.00,07/23/2020 06:32:00 PM,75.00,,75.00,0.00,,,,,,,,
56542674,RN2809,11,17,MD,TOYT,E Madison St WB @ N Linwood Av,030,Red Light Violation,75.00,07/23/2020 06:31:00 PM,75.00,,75.00,0.00,,,,,,,,
56548226,3CR0603,11,20,MD,JEEP,N President St SB @ E Fayette,030,Red Light Violation,75.00,07/23/2020 06:27:00 PM,75.00,,75.00,0.00,,,,,,,,
56542088,209Z54,12,21,MD,INFI,Reisterstown Rd NB @ W Cold Sp,030,Red Light Violation,75.00,07/23/2020 06:17:00 PM,75.00,,75.00,0.00,,,,,,,,
56543847,PLN3603,00,0,NC,FORD,Park Heights Ave SB @ W Belved,030,Red Light Violation,75.00,07/23/2020 06:17:00 PM,75.00,,75.00,0.00,,,,,,,,
56542294,KXW7045,00,0,PA,HYUND,W Pratt St EB @ S MLK Jr Blvd,030,Red Light Violation,75.00,07/23/2020 06:16:00 PM,75.00,,75.00,0.00,,,,,,,,
56544365,UMA9950,00,0,VA,MERZ,W Cold Spring Ln WB @ Reisters,030,Red Light Violation,75.00,07/23/2020 06:16:00 PM,75.00,,75.00,0.00,,,,,,,,
56543755,2DZ6682,10,21,MD,HYUN,S MLK Jr Blvd SB @ Washington,030,Red Light Violation,75.00,07/23/2020 06:15:00 PM,75.00,,75.00,0.00,,,,,,,,
56548218,2DY5872,07,21,MD,CHEV,N President St NB @ E Fayette,030,Red Light Violation,75.00,07/23/2020 06:12:00 PM,75.00,,75.00,0.00,,,,,,,,
56542252,4DG4920,05,22,MD,FORD,Gwynns Falls Pkwy EB @ Reister,030,Red Light Violation,75.00,07/23/2020 06:02:00 PM,75.00,,75.00,0.00,,,,,,,,
56542005,4EC9681,02,21,MD,OLDS,N Calvert St NB @ E Baltimore,030,Red Light Violation,75.00,07/23/2020 06:02:00 PM,75.00,,75.00,0.00,,,,,,,,
56542229,6DJ8529,06,20,MD,CHEV,Reisterstown Rd SB @ Gwynns Fa,030,Red Light Violation,75.00,07/23/2020 05:57:00 PM,75.00,,75.00,0.00,,,,,,,,
56541957,9EB5147,01,21,MD,NISS,N Fulton Ave NB @ W North Ave,030,Red Light Violation,75.00,07/23/2020 05:54:00 PM,75.00,,75.00,0.00,,,,,,,,
56541940,5DY0623,09,21,MD,HOND,N Calvert St NB @ E Baltimore,030,Red Light Violation,75.00,07/23/2020 05:50:00 PM,75.00,,75.00,0.00,,,,,,,,
